Time (s);Position_X;Position_Y;norme;vitesse;acceleration
0,0322;0,1289149;0,104071864;0,165680428;-0,319542646;1,445246789
0,0323;0,129082508;0,103812948;0,165648489;-0,319389802;1,528440849
0,0324;0,129249071;0,103554453;0,165616566;-0,319228001;1,618006523
0,0325;0,129414593;0,103296385;0,165584661;-0,319056656;1,713456591
0,0326;0,129579078;0,103038747;0,165552773;-0,31887537;1,812855979
0,0327;0,129742529;0,102781546;0,165520905;-0,318683998;1,913721226
0,0328;0,129904951;0,102524785;0,165489057;-0,31848263;2,013679515
0,0329;0,130066347;0,102268471;0,165457229;-0,318271562;2,11067388
0,033;0,13022672;0,102012609;0,165425424;-0,318051259;2,203038155
0,0331;0,130386076;0,101757202;0,165393642;-0,317822281;2,289772563
0,0332;0,130544417;0,101502255;0,165361884;-0,317585192;2,370897439
0,0333;0,130701748;0,101247773;0,16533015;-0,31734044;2,447516628
0,0334;0,130858072;0,10099376;0,165298441;-0,317088293;2,521474593
0,0335;0,131013394;0,10074022;0,165266758;-0,316828809;2,594837092
0,0336;0,131167717;0,100487158;0,165235102;-0,316561865;2,66944144
0,0337;0,131321045;0,100234578;0,165203473;-0,316287209;2,74655898
0,0338;0,131473381;0,099982486;0,165171872;-0,316004546;2,826628401
0,0339;0,131624731;0,099730884;0,165140301;-0,315713634;2,909115127
0,034;0,131775097;0,099479779;0,16510876;-0,315414373;2,99261777
0,0341;0,131924483;0,099229174;0,165077249;-0,315106848;3,0752488
0,0342;0,132072893;0,098979074;0,16504577;-0,314791331;3,155163536
0,0343;0,132220331;0,098729483;0,165014323;-0,314468227;3,231049106
0,0344;0,132366801;0,098480406;0,164982909;-0,314137983;3,302438684
0,0345;0,132512307;0,098231846;0,164951529;-0,313801003;3,369799922
0,0346;0,132656852;0,097983807;0,164920183;-0,313457563;3,434399834
0,0347;0,132800441;0,097736293;0,164888873;-0,313107765;3,497976916
0,0348;0,132943078;0,09748931;0,164857597;-0,312751536;3,562292386
0,0349;0,133084765;0,097242859;0,164826359;-0,312388668;3,628677778
0,035;0,133225508;0,096996947;0,164795157;-0,312018897;3,697708942
0,0351;0,133365309;0,096751576;0,164763992;-0,311641988;3,769094531
0,0352;0,133504173;0,096506751;0,164732867;-0,311257808;3,841793073
0,0353;0,133642104;0,096262477;0,16470178;-0,310866377;3,914309901
0,0354;0,133779105;0,096018756;0,164670733;-0,310467868;3,985093316
0,0355;0,13391518;0,095775593;0,164639727;-0,310062575;4,052935029
0,0356;0,134050334;0,095532992;0,164608762;-0,309650847;4,11727557
0,0357;0,134184569;0,095290957;0,164577839;-0,309233014;4,178329921
0,0358;0,134317891;0,09504949;0,164546958;-0,308809314;4,236996226
0,0359;0,134450302;0,094808597;0,16451612;-0,308379856;4,294581896
0,036;0,134581807;0,09456828;0,164485325;-0,307944612;4,352439512
0,0361;0,134712409;0,094328543;0,164454575;-0,30750345;4,411621815
0,0362;0,134842113;0,094089391;0,164423869;-0,307056186;4,47264181
0,0363;0,134970921;0,093850826;0,164393209;-0,306602648;4,535383136
0,0364;0,135098839;0,093612853;0,164362595;-0,306142731;4,599168346
0,0365;0,13522587;0,093375475;0,164332027;-0,305676434;4,66296223
0,0366;0,135352017;0,093138696;0,164301507;-0,305203869;4,72565764
0,0367;0,135477284;0,092902519;0,164271034;-0,304725232;4,78636949
0,0368;0,135601677;0,092666948;0,16424061;-0,304240766;4,844655946
0,0369;0,135725197;0,092431987;0,164210235;-0,303750705;4,90060828
0,037;0,13584785;0,092197638;0,16417991;-0,303255226;4,954791671
0,0371;0,135969639;0,091963905;0,164149634;-0,30275442;5,008065476
0,0372;0,136090567;0,091730791;0,164119409;-0,302248285;5,061341329
0,0373;0,136210639;0,0914983;0,164089236;-0,301736751;5,115347498
0,0374;0,136329859;0,091266436;0,164059114;-0,301219705;5,170457662
0,0375;0,136448228;0,0910352;0,164029042;-0,300712437;5,072678219
0,0376;0,136565742;0,090804597;0,163999014;-0,300280348;4,320891717
0,0377;0,136682394;0,090574629;0,163969022;-0,299919015;3,613328048
0,0378;0,136798185;0,090345298;0,163939063;-0,299598131;3,208840949
0,0379;0,136913113;0,090116607;0,163909132;-0,299308869;2,892622822
0,038;0,137027177;0,089888559;0,163879224;-0,299074084;2,347843844
0,0381;0,137140369;0,089661154;0,163849331;-0,298931519;1,425657636
0,0382;0,13725268;0,089434396;0,163819442;-0,298895347;0,361717611
